imapsync,2018-03-19,57,34
imapsync,2018-03-20,437,145
imapsync,2018-03-21,270,127
imapsync,2018-03-22,552,167
imapsync,2018-03-23,335,130
imapsync,2018-03-24,125,60
imapsync,2018-03-25,161,60
imapsync,2018-03-26,390,151
imapsync,2018-03-27,425,170
imapsync,2018-03-28,399,155
imapsync,2018-03-29,310,128
imapsync,2018-03-30,235,108
imapsync,2018-03-31,142,64
imapsync,2018-04-01,178,58
imapsync,2018-04-02,195,87
imapsync,2018-04-03,324,133
imapsync,2018-04-04,369,140
imapsync,2018-04-05,270,121
imapsync,2018-04-06,257,102
imapsync,2018-04-07,136,52
imapsync,2018-04-08,134,55
imapsync,2018-04-09,288,113
imapsync,2018-04-10,321,142
imapsync,2018-04-11,380,150
imapsync,2018-04-12,315,139
imapsync,2018-04-13,248,117
imapsync,2018-04-14,193,68
imapsync,2018-04-15,108,54
imapsync,2018-04-16,292,132
imapsync,2018-04-17,334,136
imapsync,2018-04-18,301,128
imapsync,2018-04-19,437,156
imapsync,2018-04-20,373,148
imapsync,2018-04-21,147,58
imapsync,2018-04-22,125,50
imapsync,2018-04-23,401,149
imapsync,2018-04-24,328,157
imapsync,2018-04-25,268,126
imapsync,2018-04-26,276,131
imapsync,2018-04-27,314,125
imapsync,2018-04-28,133,58
imapsync,2018-04-29,131,58
imapsync,2018-04-30,237,106
imapsync,2018-05-01,190,76
imapsync,2018-05-02,252,112
imapsync,2018-05-03,253,117
imapsync,2018-05-04,284,112
imapsync,2018-05-05,132,56
imapsync,2018-05-06,125,50
